Company Name,Channel Type,Cover Type,Duration_bucket,Value
MLC Limited,Individual Non-Advised,Death,> 2 months to 6 months,25.8
MLC Limited,Individual Non-Advised,Death,> 12 months,3.0
MLC Limited,Individual Non-Advised,Trauma,0-2 weeks,0.0
MLC Limited,Individual Non-Advised,Trauma,> 6 months to 12 months,0.0
MLC Limited,Individual Non-Advised,Trauma,> 2 weeks to 2 months,0.0
MLC Limited,Individual Non-Advised,Trauma,> 2 months to 6 months,0.0
MLC Limited,Individual Non-Advised,Trauma,> 12 months,0.0
MLC Limited,Individual Advised,Death,0-2 weeks,43.3
MLC Limited,Individual Advised,Death,> 6 months to 12 months,3.5
MLC Limited,Individual Advised,Death,> 2 weeks to 2 months,31.2
MLC Limited,Individual Advised,Death,> 2 months to 6 months,20.4
MLC Limited,Individual Advised,Death,> 12 months,1.6
MLC Limited,Individual Advised,DII,0-2 weeks,55.8
MLC Limited,Individual Advised,DII,> 6 months to 12 months,2.6
MLC Limited,Individual Advised,DII,> 2 weeks to 2 months,28.4
MLC Limited,Individual Advised,DII,> 2 months to 6 months,11.9
MLC Limited,Individual Advised,DII,> 12 months,1.4
MLC Limited,Individual Advised,TPD,0-2 weeks,10.1
MLC Limited,Individual Advised,TPD,> 6 months to 12 months,24.9
MLC Limited,Individual Advised,TPD,> 2 weeks to 2 months,13.5
MLC Limited,Individual Advised,TPD,> 2 months to 6 months,37.1
MLC Limited,Individual Advised,TPD,> 12 months,14.3
MLC Limited,Individual Advised,Trauma,0-2 weeks,37.1
MLC Limited,Individual Advised,Trauma,> 6 months to 12 months,2.1
MLC Limited,Individual Advised,Trauma,> 2 weeks to 2 months,38.1
MLC Limited,Individual Advised,Trauma,> 2 months to 6 months,21.5
MLC Limited,Individual Advised,Trauma,> 12 months,1.2
MLC Limited,Group Super,Death,0-2 weeks,86.6
MLC Limited,Group Super,Death,> 6 months to 12 months,0.0
MLC Limited,Group Super,Death,> 2 weeks to 2 months,11.2
MLC Limited,Group Super,Death,> 2 months to 6 months,2.2
MLC Limited,Group Super,Death,> 12 months,0.0
MLC Limited,Group Super,DII,0-2 weeks,23.8
MLC Limited,Group Super,DII,> 6 months to 12 months,3.5
MLC Limited,Group Super,DII,> 2 weeks to 2 months,50.4
MLC Limited,Group Super,DII,> 2 months to 6 months,22.0
MLC Limited,Group Super,DII,> 12 months,0.3
MLC Limited,Group Super,TPD,0-2 weeks,9.7
MLC Limited,Group Super,TPD,> 6 months to 12 months,21.9
MLC Limited,Group Super,TPD,> 2 weeks to 2 months,23.0
MLC Limited,Group Super,TPD,> 2 months to 6 months,42.1
MLC Limited,Group Super,TPD,> 12 months,3.3
MLC Limited,Group Ordinary,DII,0-2 weeks,28.6
MLC Limited,Group Ordinary,DII,> 6 months to 12 months,1.1
MLC Limited,Group Ordinary,DII,> 2 weeks to 2 months,53.5
MLC Limited,Group Ordinary,DII,> 2 months to 6 months,16.8
MLC Limited,Group Ordinary,DII,> 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,0-2 weeks,27.3
NobleOak Life Limited,Individual Non-Advised,Accident,> 6 months to 12 months,7.6
NobleOak Life Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,33.3
NobleOak Life Limited,Individual Non-Advised,Accident,> 2 months to 6 months,18.2
NobleOak Life Limited,Individual Non-Advised,Accident,> 12 months,13.6
NobleOak Life Limited,Individual Non-Advised,Funeral,0-2 weeks,63.9
NobleOak Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,1.3
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,25.9
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,6.3
NobleOak Life Limited,Individual Non-Advised,Funeral,> 12 months,2.5
NobleOak Life Limited,Individual Advised,DII,0-2 weeks,33.7
NobleOak Life Limited,Individual Advised,DII,> 6 months to 12 months,13.5
NobleOak Life Limited,Individual Advised,DII,> 2 weeks to 2 months,25.3
NobleOak Life Limited,Individual Advised,DII,> 2 months to 6 months,25.3
NobleOak Life Limited,Individual Advised,DII,> 12 months,2.2
OnePath Life Limited,Individual Non-Advised,CCI,0-2 weeks,45.4
OnePath Life Limited,Individual Non-Advised,CCI,> 6 months to 12 months,8.2
OnePath Life Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,32.0
OnePath Life Limited,Individual Non-Advised,CCI,> 2 months to 6 months,13.4
OnePath Life Limited,Individual Non-Advised,CCI,> 12 months,1.0
OnePath Life Limited,Individual Non-Advised,Death,0-2 weeks,17.3
OnePath Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,9.3
OnePath Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,33.3
OnePath Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,33.3
OnePath Life Limited,Individual Non-Advised,Death,> 12 months,6.7
OnePath Life Limited,Individual Non-Advised,DII,0-2 weeks,31.5
OnePath Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,1.1
OnePath Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,57.6
OnePath Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,9.8
OnePath Life Limited,Individual Non-Advised,DII,> 12 months,0.0
OnePath Life Limited,Individual Non-Advised,Funeral,0-2 weeks,43.0
OnePath Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,2.2
OnePath Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,41.9
OnePath Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,11.8
OnePath Life Limited,Individual Non-Advised,Funeral,> 12 months,1.1
OnePath Life Limited,Individual Advised,Death,0-2 weeks,44.1
OnePath Life Limited,Individual Advised,Death,> 6 months to 12 months,3.7
OnePath Life Limited,Individual Advised,Death,> 2 weeks to 2 months,37.9
OnePath Life Limited,Individual Advised,Death,> 2 months to 6 months,13.6
OnePath Life Limited,Individual Advised,Death,> 12 months,0.8
OnePath Life Limited,Individual Advised,DII,0-2 weeks,39.1
OnePath Life Limited,Individual Advised,DII,> 6 months to 12 months,2.1
OnePath Life Limited,Individual Advised,DII,> 2 weeks to 2 months,46.8
OnePath Life Limited,Individual Advised,DII,> 2 months to 6 months,11.5
OnePath Life Limited,Individual Advised,DII,> 12 months,0.5
OnePath Life Limited,Individual Advised,TPD,0-2 weeks,3.4
OnePath Life Limited,Individual Advised,TPD,> 6 months to 12 months,27.8
OnePath Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,12.7
OnePath Life Limited,Individual Advised,TPD,> 2 months to 6 months,30.7
OnePath Life Limited,Individual Advised,TPD,> 12 months,25.4
OnePath Life Limited,Individual Advised,Trauma,0-2 weeks,34.2
OnePath Life Limited,Individual Advised,Trauma,> 6 months to 12 months,3.1
OnePath Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,46.4
OnePath Life Limited,Individual Advised,Trauma,> 2 months to 6 months,14.1
OnePath Life Limited,Individual Advised,Trauma,> 12 months,2.2
OnePath Life Limited,Group Super,Death,0-2 weeks,78.3
OnePath Life Limited,Group Super,Death,> 6 months to 12 months,1.0
OnePath Life Limited,Group Super,Death,> 2 weeks to 2 months,14.3
OnePath Life Limited,Group Super,Death,> 2 months to 6 months,5.5
OnePath Life Limited,Group Super,Death,> 12 months,0.8
OnePath Life Limited,Group Super,DII,0-2 weeks,43.7
OnePath Life Limited,Group Super,DII,> 6 months to 12 months,5.7
OnePath Life Limited,Group Super,DII,> 2 weeks to 2 months,37.1
OnePath Life Limited,Group Super,DII,> 2 months to 6 months,12.4
OnePath Life Limited,Group Super,DII,> 12 months,1.1
OnePath Life Limited,Group Super,TPD,0-2 weeks,13.2
OnePath Life Limited,Group Super,TPD,> 6 months to 12 months,19.7
OnePath Life Limited,Group Super,TPD,> 2 weeks to 2 months,23.0
OnePath Life Limited,Group Super,TPD,> 2 months to 6 months,35.8
OnePath Life Limited,Group Super,TPD,> 12 months,8.2
OnePath Life Limited,Group Ordinary,DII,0-2 weeks,39.6
OnePath Life Limited,Group Ordinary,DII,> 6 months to 12 months,2.2
OnePath Life Limited,Group Ordinary,DII,> 2 weeks to 2 months,49.8
OnePath Life Limited,Group Ordinary,DII,> 2 months to 6 months,8.4
OnePath Life Limited,Group Ordinary,DII,> 12 months,0.0
QInsure Limited,Group Super,Death,0-2 weeks,70.2
QInsure Limited,Group Super,Death,> 6 months to 12 months,2.2
QInsure Limited,Group Super,Death,> 2 weeks to 2 months,12.7
QInsure Limited,Group Super,Death,> 2 months to 6 months,14.6
QInsure Limited,Group Super,Death,> 12 months,0.3
QInsure Limited,Group Super,DII,0-2 weeks,49.4
QInsure Limited,Group Super,DII,> 6 months to 12 months,1.6
QInsure Limited,Group Super,DII,> 2 weeks to 2 months,34.2
QInsure Limited,Group Super,DII,> 2 months to 6 months,14.3
QInsure Limited,Group Super,DII,> 12 months,0.5
QInsure Limited,Group Super,TPD,0-2 weeks,22.6
QInsure Limited,Group Super,TPD,> 6 months to 12 months,15.9
QInsure Limited,Group Super,TPD,> 2 weeks to 2 months,18.6
QInsure Limited,Group Super,TPD,> 2 months to 6 months,38.2
QInsure Limited,Group Super,TPD,> 12 months,4.7
Resolution Life Australasia Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 12 months,0.0
Resolution Life Australasia Limited,Individual Advised,Death,0-2 weeks,82.8
Resolution Life Australasia Limited,Individual Advised,Death,> 6 months to 12 months,0.7
Resolution Life Australasia Limited,Individual Advised,Death,> 2 weeks to 2 months,12.9
Resolution Life Australasia Limited,Individual Advised,Death,> 2 months to 6 months,3.4
Resolution Life Australasia Limited,Individual Advised,Death,> 12 months,0.2
Resolution Life Australasia Limited,Individual Advised,DII,0-2 weeks,49.1
Resolution Life Australasia Limited,Individual Advised,DII,> 6 months to 12 months,2.6
Resolution Life Australasia Limited,Individual Advised,DII,> 2 weeks to 2 months,40.5
Resolution Life Australasia Limited,Individual Advised,DII,> 2 months to 6 months,6.5
Resolution Life Australasia Limited,Individual Advised,DII,> 12 months,1.3
Resolution Life Australasia Limited,Individual Advised,TPD,0-2 weeks,6.5
Resolution Life Australasia Limited,Individual Advised,TPD,> 6 months to 12 months,21.6
Resolution Life Australasia Limited,Individual Advised,TPD,> 2 weeks to 2 months,18.1
Resolution Life Australasia Limited,Individual Advised,TPD,> 2 months to 6 months,46.6
Resolution Life Australasia Limited,Individual Advised,TPD,> 12 months,7.3
Resolution Life Australasia Limited,Individual Advised,Trauma,0-2 weeks,46.8
Resolution Life Australasia Limited,Individual Advised,Trauma,> 6 months to 12 months,1.7
Resolution Life Australasia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,40.7
Resolution Life Australasia Limited,Individual Advised,Trauma,> 2 months to 6 months,10.6
Resolution Life Australasia Limited,Individual Advised,Trauma,> 12 months,0.3
Resolution Life Australasia Limited,Group Super,Death,0-2 weeks,91.3
Resolution Life Australasia Limited,Group Super,Death,> 6 months to 12 months,0.6
Resolution Life Australasia Limited,Group Super,Death,> 2 weeks to 2 months,6.4
Resolution Life Australasia Limited,Group Super,Death,> 2 months to 6 months,1.7
Resolution Life Australasia Limited,Group Super,Death,> 12 months,0.0
Resolution Life Australasia Limited,Group Super,DII,0-2 weeks,17.8
Resolution Life Australasia Limited,Group Super,DII,> 6 months to 12 months,4.4
Resolution Life Australasia Limited,Group Super,DII,> 2 weeks to 2 months,57.8
Resolution Life Australasia Limited,Group Super,DII,> 2 months to 6 months,19.6
Resolution Life Australasia Limited,Group Super,DII,> 12 months,0.4
Resolution Life Australasia Limited,Group Super,TPD,0-2 weeks,5.9
Resolution Life Australasia Limited,Group Super,TPD,> 6 months to 12 months,22.7
Resolution Life Australasia Limited,Group Super,TPD,> 2 weeks to 2 months,16.4
Resolution Life Australasia Limited,Group Super,TPD,> 2 months to 6 months,49.3
Resolution Life Australasia Limited,Group Super,TPD,> 12 months,5.7
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,0-2 weeks,54.8
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 6 months to 12 months,3.8
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 2 weeks to 2 months,32.5
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 2 months to 6 months,8.3
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 12 months,0.6
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,DII,0-2 weeks,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,DII,> 6 months to 12 months,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,DII,> 2 weeks to 2 months,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,DII,> 2 months to 6 months,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,DII,> 12 months,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,0-2 weeks,60.8
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 6 months to 12 months,1.2
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 2 weeks to 2 months,29.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 2 months to 6 months,8.5
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 12 months,0.5
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,0-2 weeks,43.3
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,3.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,23.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,23.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 12 months,6.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,0-2 weeks,22.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 6 months to 12 months,14.6
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,25.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 months to 6 months,29.2
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 12 months,8.3
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,81.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,10.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,6.8
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.0
TAL Life Limited,Individual Non-Advised,Accident,0-2 weeks,63.9
TAL Life Limited,Individual Non-Advised,Accident,> 6 months to 12 months,1.9
TAL Life Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,26.6
TAL Life Limited,Individual Non-Advised,Accident,> 2 months to 6 months,7.6
TAL Life Limited,Individual Non-Advised,Accident,> 12 months,0.0
TAL Life Limited,Individual Non-Advised,Death,0-2 weeks,39.3
TAL Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,8.7
TAL Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,27.2
TAL Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,19.1
TAL Life Limited,Individual Non-Advised,Death,> 12 months,5.7
TAL Life Limited,Individual Non-Advised,DII,0-2 weeks,23.2
TAL Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,7.3
TAL Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,45.4
TAL Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,22.4
TAL Life Limited,Individual Non-Advised,DII,> 12 months,1.7
TAL Life Limited,Individual Non-Advised,Funeral,0-2 weeks,88.1
TAL Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.1
TAL Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,11.0
TAL Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.8
TAL Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
TAL Life Limited,Individual Advised,Death,0-2 weeks,66.9
TAL Life Limited,Individual Advised,Death,> 6 months to 12 months,1.5
TAL Life Limited,Individual Advised,Death,> 2 weeks to 2 months,25.8
TAL Life Limited,Individual Advised,Death,> 2 months to 6 months,4.9
TAL Life Limited,Individual Advised,Death,> 12 months,0.9
TAL Life Limited,Individual Advised,DII,0-2 weeks,65.7
TAL Life Limited,Individual Advised,DII,> 6 months to 12 months,1.4
TAL Life Limited,Individual Advised,DII,> 2 weeks to 2 months,24.0
TAL Life Limited,Individual Advised,DII,> 2 months to 6 months,8.3
TAL Life Limited,Individual Advised,DII,> 12 months,0.6
TAL Life Limited,Individual Advised,TPD,0-2 weeks,15.5
TAL Life Limited,Individual Advised,TPD,> 6 months to 12 months,24.7
TAL Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,17.1
TAL Life Limited,Individual Advised,TPD,> 2 months to 6 months,29.5
TAL Life Limited,Individual Advised,TPD,> 12 months,13.1
TAL Life Limited,Individual Advised,Trauma,0-2 weeks,60.4
TAL Life Limited,Individual Advised,Trauma,> 6 months to 12 months,0.8
TAL Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,31.1
TAL Life Limited,Individual Advised,Trauma,> 2 months to 6 months,7.6
TAL Life Limited,Individual Advised,Trauma,> 12 months,0.1
TAL Life Limited,Group Super,Death,0-2 weeks,79.4
TAL Life Limited,Group Super,Death,> 6 months to 12 months,0.6
TAL Life Limited,Group Super,Death,> 2 weeks to 2 months,14.3
TAL Life Limited,Group Super,Death,> 2 months to 6 months,5.3
TAL Life Limited,Group Super,Death,> 12 months,0.4
TAL Life Limited,Group Super,DII,0-2 weeks,41.0
TAL Life Limited,Group Super,DII,> 6 months to 12 months,3.0
TAL Life Limited,Group Super,DII,> 2 weeks to 2 months,40.3
TAL Life Limited,Group Super,DII,> 2 months to 6 months,14.7
TAL Life Limited,Group Super,DII,> 12 months,1.0
